Country,Tot cases,New cases,Tot Deaths,New Deaths,Total Recovered,Active Cases,Serious,Tot C par million,Deaths par million,Total Test,Tot T par million,Continent
Tunisia,1032,-1,45,-1,660,327,19,87,4,29297,2479,Africa
Mayotte,1023,35,11,-1,492,520,9,3750,40,4000,14662,Africa
Kyrgyzstan,1002,71,12,-1,675,315,13,154,2,59490,9118,Asia
DRC,991,54,41,2,136,814,-1,11,0.5,-1,-1,Africa
Guatemala,967,67,24,-1,104,839,5,54,1,7200,402,North America
Latvia,939,9,18,-1,464,457,2,498,10,76592,40607,Europe
Cyprus,898,6,16,1,401,481,10,744,13,76139,63062,Asia
El Salvador,889,105,17,-1,293,579,4,137,3,41090,6335,North America
Albania,868,12,31,-1,650,187,7,302,11,10438,3627,Europe
Sri Lanka,856,9,9,-1,321,526,1,40,0.4,35323,1650,Asia
Lebanon,845,36,26,-1,234,585,4,124,4,51182,7499,Asia
Maldives,835,45,3,-1,29,803,2,1545,6,11775,21784,Asia
Niger,815,-1,45,-1,617,153,-1,34,2,5515,228,Africa
Costa Rica,780,-1,6,-1,480,294,6,153,1,16517,3242,North America
Andorra,754,-1,48,-1,545,161,14,9759,621,1673,21653,Europe
Burkina Faso,751,3,49,1,577,125,-1,36,2,-1,-1,Africa
Guinea-Bissau,726,85,3,-1,26,697,-1,369,2,1500,762,Africa
Diamond Princess,712,-1,13,-1,645,54,4,-1,-1,-1,-1,
Mali,704,12,38,1,351,315,-1,35,2,2172,107,Africa
Uruguay,702,-1,18,-1,513,171,8,202,5,27461,7905,South America
Paraguay,689,-1,10,-1,155,524,9,97,1,14646,2053,South America
Kenya,672,23,32,2,239,401,1,12,0.6,31041,577,Africa
Gabon,661,-1,8,-1,110,543,1,297,4,724,325,Africa
Georgia,635,9,10,-1,309,316,6,159,3,29736,7454,Asia
San Marino,628,-1,41,-1,126,461,3,18508,1208,2956,87118,Europe
Tajikistan,612,-1,20,-1,-1,592,-1,64,2,-1,-1,Asia
Channel Islands,545,-1,41,-1,447,57,-1,3135,236,5342,30725,Europe
Jordan,540,18,9,-1,389,142,5,53,0.9,111285,10907,Asia
Tanzania,509,-1,21,-1,183,305,7,9,0.4,-1,-1,Africa
Jamaica,498,8,9,-1,78,411,-1,168,3,6889,2326,North America
Malta,496,6,5,-1,433,58,-1,1123,11,40493,91708,Europe
Taiwan,440,-1,6,-1,366,68,-1,18,0.3,67133,2819,Asia
Equatorial Guinea,439,-1,4,-1,13,422,-1,313,3,854,609,Africa
Réunion,436,5,-1,-1,354,82,5,487,-1,17200,19211,Africa
Venezuela,402,-1,10,-1,190,202,1,14,0.4,512181,18012,South America
Palestine,375,-1,2,-1,263,110,-1,74,0.4,34511,6765,Asia
Mauritius,332,-1,10,-1,320,2,3,261,8,69773,54863,Africa
Isle of Man,330,1,23,-1,271,36,19,3881,270,3758,44195,Europe
Montenegro,324,-1,9,1,290,25,2,516,14,7816,12445,Europe
Chad,322,-1,31,-1,53,238,-1,20,2,-1,-1,Africa
Benin,319,35,2,-1,62,255,-1,26,0.2,19474,1606,Africa
Sierra Leone,307,16,18,-1,67,222,-1,38,2,-1,-1,Africa
Vietnam,288,-1,-1,-1,241,47,8,3,-1,261004,2681,Asia
Rwanda,284,4,-1,-1,140,144,-1,22,-1,42425,3276,Africa
Congo,274,-1,10,-1,33,231,-1,50,2,-1,-1,Africa
Zambia,267,15,7,-1,117,143,1,15,0.4,10270,559,Africa
Cabo Verde,246,10,2,-1,56,188,-1,442,4,791,1423,Africa
Ethiopia,241,31,5,-1,99,137,1,2,0.04,34860,303,Africa
Sao Tome and Principe,208,-1,5,-1,4,199,-1,949,23,175,799,Africa
Liberia,199,-1,20,-1,79,100,-1,39,4,-1,-1,Africa
Madagascar,193,-1,-1,-1,101,92,1,7,-1,3968,143,Africa
Faeroe Islands,187,-1,-1,-1,187,0,-1,3827,-1,8450,172932,Europe
Martinique,186,-1,14,-1,83,89,3,496,37,-1,-1,North America
Myanmar,180,2,6,-1,72,102,-1,3,0.1,11222,206,Asia
Togo,173,20,11,1,89,73,-1,21,1,10377,1253,Africa
Eswatini,163,-1,2,-1,14,147,-1,140,2,714,615,Africa
Guadeloupe,154,-1,13,-1,104,37,4,385,32,-1,-1,North America
Haiti,151,-1,12,-1,17,122,-1,13,1,1160,102,North America
Gibraltar,146,-1,-1,-1,143,3,-1,4334,-1,4099,121665,Europe
French Guiana,144,3,1,-1,122,21,-1,482,3,-1,-1,South America
CAR,143,-1,-1,-1,10,133,-1,30,-1,3498,724,Africa
Brunei,141,-1,1,-1,134,6,2,322,2,15898,36340,Asia
Cambodia,122,-1,-1,-1,120,2,1,7,-1,13448,804,Asia
South Sudan,120,-1,-1,-1,2,118,-1,11,-1,1247,111,Africa
Bermuda,118,-1,7,-1,64,47,4,1895,112,4020,64549,North America
Trinidad and Tobago,116,-1,8,-1,107,1,-1,83,6,2307,1648,North America
Uganda,116,-1,-1,-1,55,61,-1,3,-1,56767,1241,Africa
Nepal,110,1,-1,-1,31,79,-1,4,-1,72239,2479,Asia
Aruba,101,-1,3,-1,89,9,4,946,28,1874,17552,North America
Guyana,97,3,10,-1,35,52,5,123,13,852,1083,South America
Monaco,96,-1,4,-1,82,10,1,2446,102,-1,-1,Europe
Bahamas,92,-1,11,-1,37,44,1,234,28,1500,3814,North America
Mozambique,91,4,-1,-1,34,57,-1,3,-1,3923,126,Africa
Barbados,84,-1,7,-1,57,20,4,292,24,2926,10182,North America
Liechtenstein,82,-1,1,-1,55,26,-1,2151,26,900,23605,Europe
Cayman Islands,81,-1,1,-1,41,39,3,1232,15,3423,52083,North America
Sint Maarten,76,-1,15,-1,46,15,7,1773,350,329,7673,North America
Libya,64,-1,3,-1,24,37,-1,9,0.4,3093,450,Africa
French Polynesia,60,-1,-1,-1,56,4,1,214,-1,2950,10502,Australia/Oceania
Malawi,56,-1,3,-1,14,39,1,3,0.2,1188,62,Africa
Syria,47,-1,3,-1,29,15,-1,3,0.2,-1,-1,Asia
Macao,45,-1,-1,-1,40,5,1,69,-1,-1,-1,Asia
Angola,43,-1,2,-1,13,28,-1,1,0.06,3000,91,Africa
Mongolia,42,-1,-1,-1,14,28,-1,13,-1,9600,2928,Asia
Saint Martin,39,-1,3,-1,30,6,1,1009,78,-1,-1,North America
Eritrea,39,-1,-1,-1,37,2,-1,11,-1,-1,-1,Africa
Zimbabwe,36,1,4,-1,9,23,-1,2,0.3,20537,1382,Africa
Yemen,34,-1,7,-1,1,26,-1,1,0.2,120,4,Asia
Antigua and Barbuda,25,-1,3,-1,19,3,1,255,31,183,1869,North America
Timor-Leste,24,-1,-1,-1,21,3,-1,18,-1,738,560,Asia
Botswana,23,-1,1,-1,12,10,-1,10,0.4,9540,4057,Africa
Grenada,21,-1,-1,-1,13,8,4,187,-1,1406,12495,North America
Gambia,20,-1,1,-1,9,10,-1,8,0.4,849,351,Africa
Laos,19,-1,-1,-1,13,6,-1,3,-1,3187,438,Asia
Belize,18,-1,2,-1,16,0,-1,45,5,1043,2623,North America
Fiji,18,-1,-1,-1,14,4,-1,20,-1,1300,1450,Australia/Oceania
New Caledonia,18,-1,-1,-1,18,0,-1,63,-1,5213,18259,Australia/Oceania
Saint Lucia,18,-1,-1,-1,17,1,-1,98,-1,620,3376,North America
St. Vincent Grenadines,17,-1,-1,-1,9,8,-1,153,-1,137,1235,North America
Nicaragua,16,-1,5,-1,7,4,-1,2,0.8,-1,-1,North America
Curaçao,16,-1,1,-1,14,1,-1,98,6,389,2371,North America
Dominica,16,-1,-1,-1,14,2,-1,222,-1,416,5779,North America
Namibia,16,-1,-1,-1,11,5,-1,6,-1,1543,607,Africa
Burundi,15,-1,1,-1,7,7,-1,1,0.08,284,24,Africa
Saint Kitts and Nevis,15,-1,-1,-1,14,1,-1,282,-1,327,6147,North America
Falkland Islands,13,-1,-1,-1,13,0,-1,3736,-1,402,115517,South America
Turks and Caicos,12,-1,1,-1,8,3,-1,310,26,109,2815,North America
Vatican City,12,-1,-1,-1,2,10,-1,14981,-1,-1,-1,Europe
Comoros,11,-1,1,-1,-1,10,-1,13,1,-1,-1,Africa
Montserrat,11,-1,1,-1,8,2,1,2204,200,36,7212,North America
Greenland,11,-1,-1,-1,11,0,-1,194,-1,1394,24555,North America
Seychelles,11,-1,-1,-1,10,1,-1,112,-1,-1,-1,Africa
Suriname,10,-1,1,-1,9,0,-1,17,2,404,689,South America
MS Zaandam,9,-1,2,-1,-1,7,-1,-1,-1,-1,-1,
Mauritania,8,-1,1,-1,6,1,-1,2,0.2,1842,396,Africa
Papua New Guinea,8,-1,-1,-1,8,0,-1,0.9,-1,2402,268,Australia/Oceania
British Virgin Islands,7,-1,1,-1,4,2,-1,232,33,167,5524,North America
Bhutan,7,-1,-1,-1,5,2,-1,9,-1,11655,15105,Asia
Caribbean Netherlands,6,-1,-1,-1,-1,6,-1,229,-1,110,4195,North America
St. Barth,6,-1,-1,-1,6,0,-1,607,-1,-1,-1,North America
Western Sahara,6,-1,-1,-1,5,1,-1,10,-1,-1,-1,Africa
Anguilla,3,-1,-1,-1,3,0,-1,200,-1,-1,-1,North America
Saint Pierre Miquelon,1,-1,-1,-1,-1,1,-1,173,-1,-1,-1,North America
China,82901,14,4633,-1,78120,148,13,58,3,-1,-1,Asia
