index,Country,Tot cases,New cases,Tot Deaths,New Deaths,Total Recovered,Active Cases,Serious,Tot C par million,Deaths par million,Total Test,Tot T par million,population,Continent
24,Portugal,28583,264,1190,6,3328,24065,112,2802,117,600061,58827,10200387,Europe
25,Belarus,27730,958,156,5,8807,18767,92,2934,17,321705,34044,9449712,Europe
26,Singapore,26891,793,21,-1,7248,19622,18,4601,4,224262,38372,5844386,Asia
27,Ireland,23956,129,1518,12,19470,2968,69,4859,308,258808,52491,4930547,Europe
28,UAE,21831,747,210,2,7328,14293,1,2211,21,1560923,158074,9874659,Asia
29,Bangladesh,20065,1202,298,15,3882,15885,1,122,2,160512,976,164475123,Asia
30,Poland,18016,401,907,24,6918,10191,160,476,24,576276,15225,37851778,Europe
31,Ukraine,17330,483,476,20,4473,12381,225,396,11,211614,4835,43765842,Europe
32,Israel,16589,10,266,1,12587,3736,60,1921,31,485922,56258,8637437,Asia
33,Indonesia,16496,490,1076,33,3803,11617,-1,60,4,178602,654,273144953,Asia
34,Romania,16437,190,1070,17,9370,5997,219,854,56,294601,15301,19253316,Europe
35,Japan,16120,-1,697,-1,9868,5555,259,127,6,233144,1843,126524328,Asia
36,Austria,16109,51,628,2,14471,1010,47,1790,70,351351,39040,8999806,Europe
37,Colombia,13610,-1,525,-1,3358,9727,137,268,10,177050,3484,50811863,South America
38,South Africa,13524,785,247,9,6083,7194,119,228,4,421555,7120,59209961,Africa
39,Kuwait,12860,885,96,8,3640,9124,190,3017,23,236004,55372,4262156,Asia
40,Philippines,12091,215,806,16,2460,8825,77,111,7,191963,1755,109387948,Asia
41,Dominican Republic,11739,419,424,2,3557,7758,127,1084,39,50108,4625,10833701,North America
42,Egypt,11228,399,592,21,2799,7837,41,110,6,135000,1323,102072877,Africa
43,S. Korea,11018,27,260,-1,9821,937,55,215,5,726747,14177,51263639,Asia
44,Denmark,10791,78,537,-1,8959,1295,32,1864,93,368889,63716,5789609,Europe
45,Serbia,10438,64,225,1,4301,5912,20,1194,26,168670,19295,8741704,Europe
46,Panama,9118,174,260,4,6080,2778,72,2118,60,46898,10892,4305682,North America
47,Czechia,8374,23,295,2,5379,2700,37,782,28,342131,31956,10706473,Europe
48,Norway,8206,10,232,-1,32,7942,20,1515,43,216350,39948,5415755,Europe
49,Argentina,7134,-1,353,-1,2497,4284,170,158,8,96893,2146,45141794,South America
50,Australia,7019,30,98,-1,6337,584,17,276,4,983816,38640,25460983,Australia/Oceania
51,Malaysia,6855,36,112,-1,5439,1304,14,212,3,424306,13132,32311201,Asia
52,Morocco,6652,45,190,-1,3400,3062,1,181,5,81616,2215,36852978,Africa
53,Algeria,6629,187,536,7,3271,2822,22,152,12,6500,149,43744108,Africa
54,Bahrain,6582,384,10,-1,2640,3932,4,3888,6,222542,131447,1693017,Asia
55,Finland,6228,83,293,6,5000,935,32,1124,53,140600,25381,5539635,Europe
56,Afghanistan,6053,414,153,17,745,5155,7,156,4,20854,537,38807744,Asia
57,Moldova,5745,192,202,8,2228,3315,251,1424,50,20447,5067,4035126,Europe
58,Kazakhstan,5689,118,34,2,2531,3124,31,303,2,483236,25777,18747133,Asia
59,Ghana,5530,-1,24,-1,674,4832,5,178,0.8,167704,5413,30984320,Africa
60,Nigeria,5162,-1,167,-1,1180,3815,7,25,0.8,30657,149,205430154,Africa
61,Oman,4625,284,20,2,1350,3255,31,909,4,61000,11988,5088544,Asia
62,Armenia,4044,184,52,3,1666,2326,10,1365,18,37476,12650,2962544,Asia
63,Luxembourg,3923,8,104,1,3682,137,11,6281,167,59987,96039,624613,Europe
64,Hungary,3417,37,442,6,1287,1688,46,354,46,127237,13167,9663390,Europe
65,Bolivia,3372,224,152,10,356,2864,3,289,13,7651,657,11651907,South America
66,Iraq,3193,50,117,2,2089,987,-1,80,3,140573,3506,40098372,Asia
67,Thailand,3025,7,56,-1,2854,115,61,43,0.8,286008,4099,69777809,Asia
68,Azerbaijan,2980,101,36,1,1886,1058,37,294,4,220363,21759,10127290,Asia
69,Cameroon,2954,-1,139,-1,1553,1262,28,112,5,-1,-1,26454069,Africa
70,Greece,2810,40,160,4,1374,1276,23,269,15,120015,11507,10429300,Europe
71,Uzbekistan,2652,7,11,-1,2136,505,8,79,0.3,460000,13771,33404657,Asia
72,Guinea,2473,-1,15,-1,895,1563,18,189,1,10304,788,13082852,Africa
73,Honduras,2318,63,133,10,253,1932,10,235,13,5653,572,9883522,North America
74,Senegal,2310,121,25,2,890,1395,6,138,1,24599,1475,16682261,Africa
75,Bosnia and Herzegovina,2236,18,128,6,1336,772,4,681,39,47149,14360,3283308,Europe
76,Croatia,2222,1,95,1,1869,258,8,541,23,51568,12552,4108356,Europe
77,Bulgaria,2138,38,102,3,545,1491,51,307,15,63319,9104,6954790,Europe
78,Ivory Coast,1971,-1,24,-1,930,1017,-1,75,0.9,15260,581,26287582,Africa
79,Sudan,1964,146,91,1,205,1668,-1,45,2,-1,-1,43707940,Africa
80,Cuba,1840,10,79,-1,1425,336,9,162,7,77374,6831,11327480,North America
81,Iceland,1802,-1,10,-1,1782,10,-1,5285,29,56219,164885,340958,Europe
82,Estonia,1766,8,63,1,923,780,5,1331,47,68097,51339,1326423,Europe
83,North Macedonia,1740,17,97,2,1251,392,21,835,47,20088,9642,2083385,Europe
84,Lithuania,1523,12,54,-1,965,504,17,559,20,216247,79305,2726772,Europe
85,Guatemala,1518,176,29,-1,129,1360,5,85,2,7200,403,17870731,North America
86,New Zealand,1498,1,21,-1,1421,56,2,311,4,216787,45003,4817157,Australia/Oceania
87,Slovakia,1480,3,27,-1,1131,322,3,271,5,135902,24894,5459310,Europe
88,Slovenia,1465,1,103,-1,270,1092,7,705,50,67701,32566,2078902,Europe
89,Djibouti,1309,25,4,1,935,370,-1,1327,4,16878,17116,986088,Africa
90,DRC,1298,56,50,-1,212,1036,-1,15,0.6,-1,-1,89174452,Africa
91,Somalia,1284,-1,53,-1,135,1096,2,81,3,-1,-1,15830856,Africa
92,El Salvador,1210,98,23,-1,416,771,19,187,4,51142,7890,6482018,North America
93,Mayotte,1210,-1,16,-1,627,567,10,4450,59,5000,18389,271903,Africa
94,Tajikistan,1118,211,33,4,-1,1085,-1,118,3,-1,-1,9508183,Asia
95,Kyrgyzstan,1111,29,14,2,745,352,13,171,2,59490,9139,6509752,Asia
96,Gabon,1104,-1,10,-1,182,912,11,498,5,6617,2983,2218477,Africa
97,Hong Kong,1053,1,4,-1,1019,30,1,141,0.5,168291,22471,7489099,Asia
98,Tunisia,1032,-1,45,-1,770,217,3,87,4,36523,3095,11802436,Africa
99,Maldives,1020,38,4,-1,45,971,2,1891,7,11775,21835,539261,Asia
100,Latvia,970,8,19,-1,662,289,3,514,10,85431,45233,1888690,Europe
101,Sri Lanka,935,10,9,-1,477,449,1,44,0.4,39629,1852,21401804,Asia
102,Albania,916,18,31,-1,705,180,1,318,11,11458,3981,2878189,Europe
103,Guinea-Bissau,913,-1,3,-1,26,884,-1,465,2,1500,765,1961573,Africa
104,Cyprus,910,3,17,-1,481,412,10,754,14,81942,67933,1206224,Asia
105,Lebanon,891,5,26,-1,246,619,4,130,4,57715,8451,6829201,Asia
106,Niger,876,-1,50,-1,677,149,-1,36,2,5723,238,24079100,Africa
107,Costa Rica,830,-1,8,-1,535,287,4,163,2,18388,3614,5088065,North America
108,Mali,806,27,46,-1,455,305,-1,40,2,2498,124,20168486,Africa
109,Kenya,781,23,45,3,284,452,1,15,0.8,36918,689,53608695,Africa
110,Burkina Faso,773,-1,51,-1,592,130,-1,37,2,-1,-1,20822813,Africa
111,Andorra,761,-1,49,-1,596,116,3,9851,634,1673,21657,77249,Europe
112,Paraguay,759,5,11,-1,193,555,-1,107,2,18856,2648,7120986,South America
113,Uruguay,724,-1,19,-1,547,158,7,209,5,31209,8988,3472200,South America
114,Diamond Princess,712,-1,13,-1,651,48,4,-1,-1,-1,-1,-1,
115,Georgia,671,4,12,-1,393,266,6,168,3,36248,9084,3990118,Asia
116,Zambia,654,-1,7,-1,124,523,1,36,0.4,15487,846,18311507,Africa
117,San Marino,652,4,41,-1,189,422,1,19221,1209,3394,100053,33922,Europe
118,Jordan,596,10,9,-1,401,186,5,58,0.9,136229,13369,10189909,Asia
119,Equatorial Guinea,583,-1,7,-1,13,563,-1,418,5,854,612,1396368,Africa
120,Channel Islands,549,-1,43,-1,456,50,-1,3161,248,5342,30762,173654,Europe
121,Malta,532,10,6,-1,458,68,1,1205,14,47504,107623,441394,Europe
122,Tanzania,509,-1,21,-1,183,305,7,9,0.4,-1,-1,59494330,Africa
123,Jamaica,509,-1,9,-1,118,382,-1,172,3,7780,2629,2959518,North America
124,Venezuela,455,-1,10,-1,220,225,2,16,0.4,535742,18834,28445910,South America
125,Sierra Leone,447,39,27,1,97,323,-1,56,3,-1,-1,7954868,Africa
126,Taiwan,440,-1,7,-1,387,46,-1,18,0.3,68659,2883,23811335,Asia
127,Réunion,440,-1,-1,-1,354,86,4,492,-1,17200,19229,894487,Africa
128,Chad,428,29,48,2,88,292,-1,26,3,-1,-1,16359351,Africa
129,Congo,391,-1,15,-1,87,289,-1,71,3,-1,-1,5499241,Africa
130,Palestine,375,-1,2,-1,315,58,-1,74,0.4,43566,8567,5085052,Asia
131,Benin,339,-1,2,-1,83,254,-1,28,0.2,25471,2109,12078851,Africa
132,Isle of Man,334,2,24,1,285,25,10,3931,282,3998,47049,84975,Europe
133,Mauritius,332,-1,10,-1,322,0,-1,261,8,69773,54874,1271502,Africa
134,Cabo Verde,326,11,2,-1,67,257,-1,587,4,791,1425,555195,Africa
135,Montenegro,324,-1,9,-1,311,4,2,516,14,10167,16188,628056,Europe
136,Vietnam,312,-1,-1,-1,260,52,2,3,-1,275000,2829,97224670,Asia
137,Ethiopia,287,15,5,-1,112,170,-1,3,0.04,48985,428,114568201,Africa
138,Rwanda,287,-1,-1,-1,177,110,-1,22,-1,46198,3579,12907635,Africa
139,Haiti,273,39,20,2,18,235,-1,24,2,1502,132,11384207,North America
140,Nepal,267,18,-1,-1,36,231,-1,9,-1,86999,2993,29066056,Asia
141,Togo,238,-1,11,-1,96,131,-1,29,1,11796,1429,8251932,Africa
142,Sao Tome and Principe,235,-1,7,-1,4,224,-1,1075,32,175,801,218608,Africa
143,South Sudan,231,28,1,1,3,227,-1,21,0.09,3356,300,11176461,Africa
144,Madagascar,230,-1,-1,-1,108,122,1,8,-1,5670,205,27591793,Africa
145,Liberia,219,4,20,-1,108,91,-1,43,4,-1,-1,5041262,Africa
146,Eswatini,190,3,2,-1,66,122,-1,164,2,4160,3591,1158593,Africa
147,Martinique,189,-1,14,-1,91,84,2,504,37,-1,-1,375301,North America
148,Faeroe Islands,187,-1,-1,-1,187,0,-1,3829,-1,8779,179754,48839,Europe
149,Myanmar,181,-1,6,-1,84,91,-1,3,0.1,12482,230,54362812,Asia
150,French Guiana,164,-1,1,-1,124,39,-1,551,3,-1,-1,297602,South America
151,Uganda,160,-1,-1,-1,63,97,-1,4,-1,67559,1484,45534716,Africa
152,Guadeloupe,155,-1,13,-1,109,33,3,387,32,2866,7163,400115,North America
153,Gibraltar,147,-1,-1,-1,144,3,-1,4363,-1,4750,140983,33692,Europe
154,CAR,143,-1,-1,-1,10,133,-1,30,-1,3498,726,4818458,Africa
155,Brunei,141,-1,1,-1,134,6,2,323,2,16523,37816,436933,Asia
156,Bermuda,122,-1,9,-1,66,47,2,1958,144,4691,75290,62306,North America
157,Cambodia,122,-1,-1,-1,121,1,1,7,-1,14615,876,16688259,Asia
158,Mozambique,119,4,-1,-1,42,77,-1,4,-1,5361,172,31132211,Africa
159,Trinidad and Tobago,116,-1,8,-1,107,1,-1,83,6,2576,1841,1398913,North America
160,Guyana,113,-1,10,-1,42,61,3,144,13,1052,1338,786067,South America
161,Yemen,106,21,15,3,1,90,-1,4,0.5,120,4,29735785,Asia
162,Aruba,101,-1,3,-1,93,5,4,947,28,1937,18152,106708,North America
163,Mongolia,98,37,-1,-1,20,78,2,30,-1,10162,3106,3271218,Asia
164,Bahamas,96,-1,11,-1,41,44,1,244,28,1700,4328,392754,North America
165,Monaco,96,-1,4,-1,87,5,1,2449,102,-1,-1,39206,Europe
166,Cayman Islands,93,-1,1,-1,54,38,3,1417,15,5342,81408,65620,North America
167,Barbados,85,-1,7,-1,65,13,4,296,24,3480,12111,287331,North America
168,Liechtenstein,82,-1,1,-1,55,26,-1,2151,26,900,23613,38114,Europe
169,Sint Maarten,76,-1,15,-1,46,15,7,1775,350,329,7685,42812,North America
170,Libya,64,-1,3,-1,28,33,-1,9,0.4,3253,474,6858905,Africa
171,Malawi,63,-1,3,-1,24,36,1,3,0.2,1363,72,19061013,Africa
172,French Polynesia,60,-1,-1,-1,59,1,-1,214,-1,3170,11293,280700,Australia/Oceania
173,Syria,50,2,3,-1,36,11,-1,3,0.2,-1,-1,17441746,Asia
174,Angola,48,-1,2,-1,17,29,-1,1,0.06,6136,188,32720557,Africa
175,Macao,45,-1,-1,-1,43,2,1,69,-1,-1,-1,648161,Asia
176,Saint Martin,39,-1,3,-1,30,6,1,1011,78,-1,-1,38577,North America
177,Eritrea,39,-1,-1,-1,39,0,-1,11,-1,-1,-1,3539907,Africa
178,Zimbabwe,37,-1,4,-1,13,20,-1,2,0.3,36081,2432,14834125,Africa
179,Mauritania,26,6,2,-1,7,17,-1,6,0.4,2015,435,4632582,Africa
180,Nicaragua,25,-1,8,-1,7,10,-1,4,1,-1,-1,6614179,North America
181,Antigua and Barbuda,25,-1,3,-1,19,3,1,256,31,183,1871,97824,North America
182,Botswana,24,-1,1,-1,17,6,-1,10,0.4,11495,4902,2345158,Africa
183,Timor-Leste,24,-1,-1,-1,24,0,-1,18,-1,738,561,1315040,Asia
184,Gambia,23,-1,1,-1,10,12,-1,10,0.4,1341,557,2407111,Africa
185,Grenada,22,1,-1,-1,14,8,4,196,-1,2419,21511,112456,North America
186,Bhutan,21,1,-1,-1,5,16,-1,27,-1,13311,17276,770494,Asia
187,Laos,19,-1,-1,-1,14,5,-1,3,-1,4204,579,7261510,Asia
188,Belize,18,-1,2,-1,16,0,-1,45,5,1043,2630,396653,North America
189,Fiji,18,-1,-1,-1,15,3,-1,20,-1,1300,1452,895606,Australia/Oceania
190,New Caledonia,18,-1,-1,-1,18,0,-1,63,-1,5454,19127,285140,Australia/Oceania
191,Saint Lucia,18,-1,-1,-1,18,0,-1,98,-1,727,3961,183520,North America
192,St. Vincent Grenadines,17,-1,-1,-1,14,3,-1,153,-1,155,1398,110895,North America
193,Curaçao,16,-1,1,-1,14,1,-1,98,6,389,2372,164007,North America
194,Dominica,16,-1,-1,-1,15,1,-1,222,-1,420,5836,71963,North America
195,Namibia,16,-1,-1,-1,13,3,-1,6,-1,2074,818,2534689,Africa
196,Burundi,15,-1,1,-1,7,7,-1,1,0.08,284,24,11840584,Africa
197,Saint Kitts and Nevis,15,-1,-1,-1,14,1,-1,282,-1,327,6152,53150,North America
198,Falkland Islands,13,-1,-1,-1,13,0,-1,3751,-1,402,115984,3466,South America
199,Turks and Caicos,12,-1,1,-1,10,1,-1,310,26,109,2820,38648,North America
200,Vatican City,12,-1,-1,-1,2,10,-1,14981,-1,-1,-1,801,Europe
201,Comoros,11,-1,1,-1,3,7,-1,13,1,-1,-1,867066,Africa
202,Montserrat,11,-1,1,-1,8,2,1,2204,200,36,7212,4992,North America
203,Greenland,11,-1,-1,-1,11,0,-1,194,-1,1629,28701,56758,North America
204,Seychelles,11,-1,-1,-1,10,1,-1,112,-1,-1,-1,98269,Africa
205,Suriname,10,-1,1,-1,9,0,-1,17,2,404,689,585948,South America
206,MS Zaandam,9,-1,2,-1,-1,7,-1,-1,-1,-1,-1,-1,
207,British Virgin Islands,8,1,1,-1,6,1,-1,265,33,167,5529,30205,North America
208,Papua New Guinea,8,-1,-1,-1,8,0,-1,0.9,-1,2402,269,8924052,Australia/Oceania
209,Caribbean Netherlands,6,-1,-1,-1,6,0,-1,229,-1,357,13631,26191,North America
210,St. Barth,6,-1,-1,-1,6,0,-1,608,-1,-1,-1,9873,North America
211,Western Sahara,6,-1,-1,-1,6,0,-1,10,-1,-1,-1,595301,Africa
212,Anguilla,3,-1,-1,-1,3,0,-1,200,-1,-1,-1,14986,North America
213,Lesotho,1,-1,-1,-1,-1,1,-1,0.5,-1,-1,-1,2140050,Africa
214,Saint Pierre Miquelon,1,-1,-1,-1,1,0,-1,173,-1,-1,-1,5797,North America
215,China,82933,4,4633,-1,78209,91,11,58,3,-1,-1,1439323776,Asia
