Country,Tot cases,New cases,Tot Deaths,New Deaths,Total Recovered,Active Cases,Serious,Tot C par million,Deaths par million,Total Test,Tot T par million,Continent
Sint Maarten,74,-1,13,-1,33,28,7,1726,303,266,6204,North America
Guyana,74,-1,8,-1,15,51,5,94,10,464,590,South America
Haiti,74,-1,6,-1,7,61,-1,6,0.5,769,67,North America
Guinea-Bissau,73,20,1,-1,18,54,-1,37,0.5,1500,762,Africa
Cayman Islands,70,-1,1,-1,8,61,3,1065,15,940,14303,North America
Eswatini,65,6,1,-1,10,54,-1,56,0.9,714,615,Africa
Benin,64,-1,1,-1,33,30,-1,5,0.08,-1,-1,Africa
Libya,61,-1,2,-1,18,41,-1,9,0.3,1623,236,Africa
French Polynesia,57,-1,-1,-1,43,14,1,203,-1,2266,8067,Australia/Oceania
Nepal,52,-1,-1,-1,16,36,-1,2,-1,51367,1763,Asia
Chad,46,-1,-1,-1,15,31,-1,3,-1,-1,-1,Africa
Macao,45,-1,-1,-1,32,13,1,69,-1,-1,-1,Asia
Syria,43,-1,3,-1,19,21,-1,2,0.2,-1,-1,Asia
Eritrea,39,-1,-1,-1,13,26,-1,11,-1,-1,-1,Africa
Saint Martin,38,-1,3,-1,24,11,3,983,78,-1,-1,North America
Mongolia,38,-1,-1,-1,10,28,-1,12,-1,7292,2224,Asia
Malawi,36,2,3,-1,4,29,1,2,0.2,617,32,Africa
Zimbabwe,31,-1,4,-1,5,22,-1,2,0.3,6395,430,Africa
Angola,27,1,2,-1,6,19,-1,0.8,0.06,-1,-1,Africa
Antigua and Barbuda,24,-1,3,-1,11,10,1,245,31,113,1154,North America
Timor-Leste,24,-1,-1,-1,2,22,-1,18,-1,322,244,Asia
Botswana,22,-1,1,-1,-1,21,-1,9,0.4,5023,2136,Africa
CAR,19,-1,-1,-1,10,9,-1,4,-1,-1,-1,Africa
Laos,19,-1,-1,-1,7,12,-1,3,-1,1796,247,Asia
Belize,18,-1,2,-1,6,10,1,45,5,936,2354,North America
Fiji,18,-1,-1,-1,12,6,-1,20,-1,1007,1123,Australia/Oceania
Grenada,18,-1,-1,-1,7,11,4,160,-1,175,1555,North America
New Caledonia,18,-1,-1,-1,17,1,1,63,-1,3952,13842,Australia/Oceania
Curaçao,16,-1,1,-1,11,4,-1,98,6,304,1853,North America
Dominica,16,-1,-1,-1,13,3,-1,222,-1,383,5320,North America
Namibia,16,-1,-1,-1,8,8,-1,6,-1,704,277,Africa
Saint Kitts and Nevis,15,-1,-1,-1,2,13,-1,282,-1,260,4887,North America
Saint Lucia,15,-1,-1,-1,15,0,-1,82,-1,446,2429,North America
St. Vincent Grenadines,15,1,-1,-1,5,10,-1,135,-1,108,973,North America
Nicaragua,13,-1,3,-1,7,3,-1,2,0.5,-1,-1,North America
Falkland Islands,13,-1,-1,-1,11,2,-1,3736,-1,353,101437,South America
Turks and Caicos,12,1,1,-1,5,6,-1,310,26,83,2144,North America
Burundi,11,-1,1,-1,4,6,-1,0.9,0.08,284,24,Africa
Montserrat,11,-1,1,-1,2,8,1,2204,200,36,7212,North America
Greenland,11,-1,-1,-1,11,0,-1,194,-1,1200,21138,North America
Seychelles,11,-1,-1,-1,6,5,-1,112,-1,-1,-1,Africa
Gambia,10,-1,1,-1,8,1,-1,4,0.4,401,166,Africa
Suriname,10,-1,1,-1,7,2,-1,17,2,404,689,South America
MS Zaandam,9,-1,2,-1,-1,7,-1,-1,-1,-1,-1,
Vatican City,9,-1,-1,-1,2,7,-1,11236,-1,-1,-1,Europe
Papua New Guinea,8,-1,-1,-1,-1,8,-1,0.9,-1,604,68,Australia/Oceania
Mauritania,7,-1,1,-1,6,0,-1,2,0.2,1032,222,Africa
Bhutan,7,-1,-1,-1,4,3,-1,9,-1,9829,12738,Asia
British Virgin Islands,6,-1,1,-1,3,2,-1,198,33,-1,-1,North America
St. Barth,6,-1,-1,-1,6,0,-1,607,-1,-1,-1,North America
South Sudan,6,-1,-1,-1,-1,6,-1,0.5,-1,-1,-1,Africa
Western Sahara,6,-1,-1,-1,5,1,-1,10,-1,-1,-1,Africa
Caribbean Netherlands,5,-1,-1,-1,-1,5,-1,191,-1,110,4195,North America
Sao Tome and Principe,4,-1,-1,-1,-1,4,-1,18,-1,19,87,Africa
Anguilla,3,-1,-1,-1,3,0,-1,200,-1,-1,-1,North America
Saint Pierre Miquelon,1,-1,-1,-1,-1,1,-1,173,-1,-1,-1,North America
Yemen,1,-1,-1,-1,1,0,-1,0.03,-1,120,4,Asia
China,82830,3,4633,1,77474,723,52,58,3,-1,-1,Asia
