index,Country,Tot cases,New cases,Tot Deaths,New Deaths,Total Recovered,Active Cases,Serious,Tot C par million,Deaths par million,Total Test,Tot T par million,population,Continent
51,Czechia,9069,19,317,-1,6361,2391,18,847,30,417422,38985,10707123,Europe
52,Algeria,8857,160,623,6,5129,3105,27,202,14,-1,-1,43770104,Africa
53,Norway,8391,8,235,-1,7727,429,11,1549,43,239864,44279,5417143,Europe
54,Oman,8373,255,38,1,2177,6158,31,1644,7,72000,14138,5092816,Asia
55,Nigeria,8344,-1,249,-1,2385,5710,7,41,1,44458,216,205598175,Africa
56,Armenia,7774,372,98,7,3255,4421,10,2624,33,53678,18118,2962725,Asia
57,Malaysia,7619,15,115,-1,6083,1421,8,236,4,519944,16085,32324797,Asia
58,Morocco,7584,7,202,-1,4969,2413,1,206,5,163375,4431,36867318,Africa
59,Moldova,7537,232,274,7,3884,3379,256,1868,68,40565,10054,4034820,Europe
60,Australia,7139,6,103,1,6566,470,6,280,4,1338321,52544,25470681,Australia/Oceania
61,Bolivia,7136,476,274,13,677,6185,3,612,24,22294,1912,11657129,South America
62,Ghana,7117,-1,34,-1,2317,4766,16,230,1,203383,6560,31005629,Africa
63,Finland,6692,64,313,1,5100,1279,11,1208,56,173313,31284,5539916,Europe
64,Cameroon,5436,-1,175,-1,1996,3265,28,205,7,-1,-1,26475800,Africa
65,Iraq,5135,287,175,6,2904,2056,41,128,4,206381,5143,40128037,Asia
66,Azerbaijan,4568,165,54,2,2897,1617,42,451,5,280663,27705,10130283,Asia
67,Honduras,4401,212,188,6,493,3720,13,445,19,14790,1496,9888691,North America
68,Sudan,4146,170,184,14,588,3374,-1,95,4,401,9,43741597,Africa
69,Luxembourg,4001,6,110,-1,3791,100,4,6402,176,70148,112246,624947,Europe
70,Guatemala,3954,194,63,4,289,3602,5,221,4,31427,1758,17881612,North America
71,Hungary,3793,22,505,6,1856,1432,25,393,52,169960,17589,9662589,Europe
72,Tajikistan,3424,158,47,-1,1575,1802,-1,360,5,-1,-1,9515224,Asia
73,Uzbekistan,3355,65,14,-1,2668,673,4,100,0.4,460000,13764,33420567,Asia
74,Guinea,3275,-1,20,-1,1673,1582,24,250,2,14407,1100,13094574,Africa
75,Senegal,3253,92,38,2,1586,1629,18,195,2,37547,2249,16696778,Africa
76,Thailand,3054,9,57,-1,2931,66,59,44,0.8,375453,5380,69783536,Asia
77,Greece,2903,11,173,-1,1374,1356,17,278,17,166245,15943,10427639,Europe
78,Djibouti,2697,229,18,4,1185,1494,-1,2734,18,23140,23455,986559,Africa
79,DRC,2546,143,68,-1,365,2113,-1,29,0.8,-1,-1,89264128,Africa
80,Ivory Coast,2477,-1,30,-1,1286,1161,-1,94,1,25099,954,26309063,Africa
81,Bulgaria,2460,17,133,3,912,1415,22,354,19,76391,10987,6953085,Europe
82,Bosnia and Herzegovina,2435,19,151,2,1744,540,4,742,46,61111,18616,3282643,Europe
83,Croatia,2244,-1,101,-1,2047,96,6,546,25,64266,15646,4107530,Europe
84,Gabon,2238,-1,14,-1,593,1631,11,1008,6,11340,5108,2220204,Africa
85,El Salvador,2109,67,37,1,873,1199,29,325,6,79711,12295,6483089,North America
86,North Macedonia,2039,25,119,3,1470,450,21,979,57,26463,12702,2083382,Europe
87,Cuba,1974,11,82,-1,1724,168,4,174,7,97003,8564,11327254,North America
88,Estonia,1840,6,66,1,1561,213,-1,1387,50,79605,60013,1326452,Europe
89,Iceland,1805,1,10,-1,1792,3,-1,5293,29,59613,174803,341030,Europe
90,Somalia,1711,-1,67,-1,253,1391,2,108,4,-1,-1,15845450,Africa
91,Lithuania,1647,8,66,1,1184,397,17,604,24,281232,103184,2725537,Europe
92,Mayotte,1634,-1,20,-1,894,720,11,6005,73,5200,19109,272120,Africa
93,Kyrgyzstan,1520,52,16,-1,1043,461,4,233,2,105815,16246,6513284,Asia
94,Slovakia,1515,2,28,-1,1327,160,1,278,5,163362,29923,5459397,Europe
95,New Zealand,1504,-1,21,-1,1462,21,-1,312,4,267435,55502,4818440,Australia/Oceania
96,Slovenia,1471,2,108,-1,1354,9,2,708,52,77947,37494,2078912,Europe
97,Kenya,1471,123,55,3,408,1008,7,27,1,67341,1255,53647618,Africa
98,Maldives,1457,19,5,-1,197,1255,9,2700,9,11775,21823,539573,Asia
99,Sri Lanka,1453,134,10,-1,732,711,1,68,0.5,57327,2678,21404741,Asia
100,Venezuela,1211,-1,11,-1,302,898,2,43,0.4,865367,30424,28443280,South America
101,Guinea-Bissau,1178,-1,7,-1,42,1129,-1,600,4,1500,764,1963102,Africa
102,Haiti,1174,111,33,2,22,1119,-1,103,3,3475,305,11388764,North America
103,Lebanon,1161,21,26,-1,692,443,3,170,4,77488,11348,6828204,Asia
104,Mali,1116,39,70,-1,632,414,-1,55,3,3483,173,20187688,Africa
105,Hong Kong,1067,1,4,-1,1034,29,1,142,0.5,202930,27090,7491091,Asia
106,Latvia,1057,4,23,1,741,293,3,560,12,103553,54848,1888011,Europe
107,Zambia,1057,137,7,-1,779,271,1,58,0.4,24275,1324,18328453,Africa
108,Tunisia,1051,-1,48,-1,929,74,2,89,4,49113,4160,11806488,Africa
109,Albania,1050,21,33,-1,812,205,3,365,11,13768,4784,2878086,Europe
110,Equatorial Guinea,1043,-1,12,-1,165,866,-1,746,9,854,611,1397887,Africa
111,Costa Rica,956,-1,10,-1,634,312,2,188,2,23703,4657,5089588,North America
112,Niger,952,-1,63,-1,796,93,-1,39,3,5989,248,24108004,Africa
113,Cyprus,939,-1,17,-1,594,328,10,778,14,106028,87880,1206512,Asia
114,Nepal,886,114,4,-1,183,699,-1,30,0.1,158564,5452,29083261,Asia
115,Paraguay,877,-1,11,-1,382,484,-1,123,2,26169,3673,7123858,South America
116,Burkina Faso,845,13,53,1,672,120,-1,41,3,-1,-1,20841675,Africa
117,South Sudan,806,-1,8,-1,6,792,-1,72,0.7,3356,300,11180763,Africa
118,Uruguay,789,-1,22,-1,638,129,5,227,6,39469,11366,3472594,South America
119,Sierra Leone,782,28,45,1,297,440,-1,98,6,-1,-1,7960197,Africa
120,Andorra,763,-1,51,-1,676,36,3,9877,660,3750,48542,77253,Europe
121,Nicaragua,759,-1,35,-1,370,354,-1,115,5,-1,-1,6616762,North America
122,Georgia,735,3,12,-1,557,166,6,184,3,50208,12584,3989868,Asia
123,Ethiopia,731,30,6,-1,181,544,1,6,0.05,91616,799,114661849,Africa
124,Jordan,720,2,9,-1,586,125,5,71,0.9,167892,16471,10193227,Asia
125,Diamond Princess,712,-1,13,-1,651,48,4,-1,-1,-1,-1,0,
126,Chad,700,-1,62,-1,303,335,-1,43,4,-1,-1,16374868,Africa
127,CAR,671,-1,1,-1,22,648,-1,139,0.2,11570,2400,4821214,Africa
128,San Marino,667,1,42,-1,294,331,-1,19662,1238,4079,120239,33924,Europe
129,Malta,612,1,7,1,491,114,1,1386,16,64334,145739,441433,Europe
130,Madagascar,612,26,2,-1,151,459,10,22,0.07,9681,351,27615210,Africa
131,Jamaica,564,8,9,-1,267,288,1,191,3,10570,3571,2959941,North America
132,Channel Islands,559,-1,45,-1,512,2,-1,3218,259,10255,59036,173707,Europe
133,Tanzania,509,-1,21,-1,183,305,7,9,0.4,-1,-1,59550338,Africa
134,Congo,487,-1,16,-1,147,324,-1,88,3,-1,-1,5503707,Africa
135,Réunion,460,1,1,-1,411,48,1,514,1,17200,19224,894697,Africa
136,Sao Tome and Principe,441,-1,12,-1,68,361,-1,2016,55,175,800,218742,Africa
137,Taiwan,441,-1,7,-1,419,15,-1,19,0.3,71405,2999,23812744,Asia
138,Palestine,434,5,3,-1,365,66,-1,85,0.6,44876,8818,5088950,Asia
139,Togo,391,-1,13,-1,177,201,-1,47,2,17501,2119,8258310,Africa
140,Cabo Verde,390,-1,4,-1,155,231,-1,702,7,1307,2353,555393,Africa
141,French Guiana,384,-1,1,-1,146,237,2,1289,3,-1,-1,297857,South America
142,Rwanda,339,-1,-1,-1,244,95,-1,26,-1,60443,4679,12918194,Africa
143,Isle of Man,336,-1,24,-1,306,6,2,3953,282,4669,54936,84990,Europe
144,Mauritius,334,-1,10,-1,322,2,-1,263,8,108501,85328,1271571,Africa
145,Vietnam,327,-1,-1,-1,278,49,1,3,-1,275000,2828,97253355,Asia
146,Montenegro,324,-1,9,-1,315,0,-1,516,14,10167,16188,628059,Europe
147,Mauritania,268,-1,13,-1,15,240,-1,58,3,2583,557,4636603,Africa
148,Liberia,266,-1,27,1,144,95,-1,53,5,-1,-1,5045170,Africa
149,Eswatini,261,-1,2,-1,164,95,-1,225,2,4994,4309,1158986,Africa
150,Uganda,253,-1,-1,-1,69,184,-1,6,-1,89019,1953,45582307,Africa
151,Yemen,249,-1,49,-1,10,190,-1,8,2,120,4,29757373,Asia
152,Mozambique,227,14,1,-1,71,155,-1,7,0.03,9036,290,31161032,Africa
153,Benin,210,2,3,-1,134,73,-1,17,0.2,28179,2331,12089298,Africa
154,Myanmar,206,-1,6,-1,126,74,-1,4,0.1,20322,374,54374752,Asia
155,Martinique,197,-1,14,-1,91,92,-1,525,37,-1,-1,375292,North America
156,Faeroe Islands,187,-1,-1,-1,187,0,-1,3828,-1,9386,192159,48845,Europe
157,Guadeloupe,161,-1,14,-1,115,32,3,402,35,3573,8930,400118,North America
158,Gibraltar,157,3,-1,-1,147,10,-1,4660,-1,6859,203579,33692,Europe
159,Mongolia,148,7,-1,-1,43,105,25,45,-1,12708,3883,3272950,Asia
160,Brunei,141,-1,2,1,137,2,2,323,5,18648,42666,437070,Asia
161,Guyana,139,-1,11,-1,62,66,2,177,14,1499,1907,786191,South America
162,Bermuda,139,-1,9,-1,91,39,2,2231,144,6773,108718,62299,North America
163,Cayman Islands,137,-1,1,-1,63,73,-1,2087,15,9815,149514,65646,North America
164,Cambodia,124,-1,-1,-1,122,2,1,7,-1,18392,1102,16695847,Asia
165,Syria,121,-1,4,-1,41,76,-1,7,0.2,-1,-1,17455726,Asia
166,Trinidad and Tobago,116,-1,8,-1,108,0,-1,83,6,3012,2153,1399061,North America
167,Malawi,101,-1,4,-1,37,60,1,5,0.2,3372,177,19077274,Africa
168,Aruba,101,-1,3,-1,97,1,3,946,28,2091,19593,106723,North America
169,Bahamas,100,-1,11,-1,46,43,1,255,28,2026,5157,392877,North America
170,Monaco,98,-1,4,-1,90,4,2,2499,102,-1,-1,39215,Europe
171,Barbados,92,-1,7,-1,71,14,1,320,24,4888,17011,287342,North America
172,Comoros,87,-1,1,-1,21,65,-1,100,1,-1,-1,867674,Africa
173,Liechtenstein,82,-1,1,-1,55,26,-1,2151,26,900,23611,38118,Europe
174,Sint Maarten,77,-1,15,-1,60,2,1,1798,350,438,10227,42828,North America
175,Libya,77,-1,3,-1,40,34,-1,11,0.4,5154,751,6861969,Africa
176,Angola,71,1,4,-1,18,49,-1,2,0.1,10000,305,32754235,Africa
177,French Polynesia,60,-1,-1,-1,60,0,-1,214,-1,3964,14119,280753,Australia/Oceania
178,Zimbabwe,56,-1,4,-1,25,27,-1,4,0.3,37039,2496,14841222,Africa
179,Macao,45,-1,-1,-1,45,0,-1,69,-1,-1,-1,648452,Asia
180,Burundi,42,-1,1,-1,20,21,-1,4,0.08,284,24,11852246,Africa
181,Saint Martin,40,-1,3,-1,33,4,1,1036,78,553,14327,38599,North America
182,Eritrea,39,-1,-1,-1,39,0,-1,11,-1,-1,-1,3541517,Africa
183,Botswana,35,-1,1,-1,20,14,-1,15,0.4,17631,7513,2346718,Africa
184,Bhutan,28,1,-1,-1,6,22,-1,36,-1,15862,20579,770772,Asia
185,Antigua and Barbuda,25,-1,3,-1,19,3,1,255,31,183,1870,97850,North America
186,Gambia,25,-1,1,-1,18,6,-1,10,0.4,1657,688,2409346,Africa
187,Timor-Leste,24,-1,-1,-1,24,0,-1,18,-1,1290,980,1315864,Asia
188,Grenada,23,-1,-1,-1,18,5,4,204,-1,3007,26735,112473,North America
189,Namibia,22,1,-1,-1,14,8,-1,9,-1,3201,1262,2536200,Africa
190,Laos,19,-1,-1,-1,16,3,-1,3,-1,5938,817,7264973,Asia
191,Belize,18,-1,2,-1,16,0,-1,45,5,1517,3822,396890,North America
192,Curaçao,18,-1,1,-1,14,3,-1,110,6,572,3487,164029,North America
193,Fiji,18,-1,-1,-1,15,3,-1,20,-1,2400,2679,895819,Australia/Oceania
194,New Caledonia,18,-1,-1,-1,18,0,-1,63,-1,5454,19121,285230,Australia/Oceania
195,Saint Lucia,18,-1,-1,-1,18,0,-1,98,-1,924,5034,183547,North America
196,St. Vincent Grenadines,18,-1,-1,-1,14,4,-1,162,-1,216,1948,110907,North America
197,Dominica,16,-1,-1,-1,16,0,-1,222,-1,433,6016,71969,North America
198,Saint Kitts and Nevis,15,-1,-1,-1,15,0,-1,282,-1,394,7411,53163,North America
199,Falkland Islands,13,-1,-1,-1,13,0,-1,3747,-1,466,134333,3469,South America
200,Turks and Caicos,12,-1,1,-1,10,1,-1,310,26,129,3336,38665,North America
201,Greenland,12,-1,-1,-1,11,1,-1,211,-1,1938,34143,56761,North America
202,Vatican City,12,-1,-1,-1,2,10,-1,14981,-1,-1,-1,801,Europe
203,Montserrat,11,-1,1,-1,10,0,-1,2204,200,36,7212,4992,North America
204,Suriname,11,-1,1,-1,9,1,-1,19,2,488,833,586121,South America
205,Seychelles,11,-1,-1,-1,11,0,-1,112,-1,-1,-1,98289,Africa
206,MS Zaandam,9,-1,2,-1,-1,7,-1,-1,-1,-1,-1,0,
207,Western Sahara,9,-1,1,-1,6,2,-1,15,2,-1,-1,595784,Africa
208,British Virgin Islands,8,-1,1,-1,7,0,-1,265,33,167,5528,30212,North America
209,Papua New Guinea,8,-1,-1,-1,8,0,-1,0.9,-1,2402,269,8929617,Australia/Oceania
210,Caribbean Netherlands,6,-1,-1,-1,6,0,-1,229,-1,424,16184,26199,North America
211,St. Barth,6,-1,-1,-1,6,0,-1,608,-1,137,13875,9874,North America
212,Anguilla,3,-1,-1,-1,3,0,-1,200,-1,30,2001,14990,North America
213,Lesotho,2,-1,-1,-1,-1,2,-1,0.9,-1,283,132,2140606,Africa
214,Saint Pierre Miquelon,1,-1,-1,-1,1,0,-1,173,-1,-1,-1,5797,North America
215,China,82993,1,4634,-1,78280,79,5,58,3,-1,-1,1439323776,Asia
