Country,Tot cases,New cases,Tot Deaths,New Deaths,Total Recovered,Active Cases,Serious,Tot C par million,Deaths par million,Total Test,Tot T par million,Continent
Afghanistan,2469,134,72,4,331,2066,7,63,2,11068,284,Asia
Armenia,2273,125,33,-1,1010,1230,10,767,11,23142,7810,Asia
Iraq,2219,66,95,1,1473,651,-1,55,2,98253,2443,Asia
Nigeria,2170,-1,68,-1,351,1751,2,11,0.3,16588,80,Africa
Ghana,2169,95,18,1,229,1922,4,70,0.6,113497,3653,Africa
Uzbekistan,2118,32,9,-1,1271,838,8,63,0.3,242536,7247,Asia
Croatia,2088,3,77,2,1463,548,17,509,19,37557,9148,Europe
Cameroon,2077,245,64,3,953,1060,12,78,2,-1,-1,Africa
Azerbaijan,1894,40,25,-1,1411,458,17,187,2,152597,15050,Asia
Bosnia and Herzegovina,1839,58,72,2,779,988,4,561,22,32783,9992,Europe
Iceland,1798,-1,10,-1,1706,82,-1,5269,29,50002,146529,Europe
Estonia,1699,5,53,1,256,1390,7,1281,40,54464,41057,Europe
Bulgaria,1594,39,72,4,287,1235,43,229,10,47636,6856,Europe
Cuba,1537,-1,64,-1,714,759,10,136,6,49409,4362,North America
Guinea,1537,-1,7,-1,342,1188,-1,117,0.5,-1,-1,Africa
North Macedonia,1506,12,82,1,852,572,21,723,39,16997,8158,Europe
New Zealand,1485,6,20,1,1263,202,-1,308,4,145589,30191,Australia/Oceania
Slovenia,1439,5,94,2,239,1106,21,692,45,55020,26465,Europe
Slovakia,1407,4,24,1,608,775,5,258,4,94770,17358,Europe
Lithuania,1406,7,46,1,632,728,17,516,17,138270,50792,Europe
Ivory Coast,1333,-1,15,-1,597,721,-1,51,0.6,10073,382,Africa
Bolivia,1229,62,66,4,134,1029,3,105,6,5791,496,South America
Senegal,1115,91,9,-1,368,738,1,67,0.5,466,28,Africa
Djibouti,1112,15,2,-1,686,424,-1,1126,2,13856,14024,Africa
Hong Kong,1040,-1,4,-1,864,172,4,139,0.5,154989,20674,Asia
Tunisia,998,-1,41,-1,316,641,24,84,3,23526,1991,Africa
Honduras,899,95,75,-1,112,712,10,91,8,3643,368,North America
Latvia,871,1,16,-1,348,507,2,462,8,63102,33455,Europe
Cyprus,864,7,15,-1,296,553,15,716,12,62267,51573,Asia
Albania,789,7,31,-1,519,239,4,274,11,8669,3012,Europe
Kyrgyzstan,769,13,8,-1,527,234,12,118,1,51472,7889,Asia
Andorra,745,-1,43,-1,468,234,17,9642,557,1673,21653,Europe
Lebanon,733,4,25,1,197,511,43,107,4,37880,5550,Asia
Niger,728,-1,33,-1,478,217,-1,30,1,5230,216,Africa
Costa Rica,725,-1,6,-1,355,364,7,142,1,13529,2656,North America
Diamond Princess,712,-1,13,-1,645,54,4,-1,-1,-1,-1,
Sri Lanka,702,12,7,-1,172,523,1,33,0.3,23525,1099,Asia
Somalia,671,70,31,3,34,606,2,42,2,-1,-1,Africa
Burkina Faso,649,-1,44,-1,517,88,-1,31,2,-1,-1,Africa
Uruguay,648,-1,17,-1,435,196,10,187,5,20554,5917,South America
Guatemala,644,45,16,-1,72,556,5,36,0.9,7200,402,North America
DRC,604,-1,32,-1,75,497,-1,7,0.4,-1,-1,Africa
Georgia,582,16,8,1,207,367,6,146,2,15904,3987,Asia
San Marino,580,-1,41,-1,83,456,5,17094,1208,2397,70643,Europe
Mali,544,36,26,-1,206,312,-1,27,1,2172,107,Africa
Mayotte,539,-1,4,-1,235,300,4,1976,15,3000,10996,Africa
Channel Islands,538,-1,41,-1,406,91,-1,3094,236,5342,30725,Europe
Sudan,533,91,36,5,46,451,-1,12,0.8,-1,-1,Africa
Maldives,514,23,1,-1,17,496,2,951,2,8008,14815,Asia
Tanzania,480,-1,16,-1,167,297,7,8,0.3,-1,-1,Africa
Malta,468,1,4,-1,379,85,1,1060,9,35117,79532,Europe
Jordan,460,1,9,1,367,84,5,45,0.9,82092,8046,Asia
El Salvador,446,22,10,-1,138,298,2,69,2,26961,4157,North America
Kenya,435,24,22,1,152,261,2,8,0.4,21702,404,Africa
Jamaica,432,10,8,-1,31,393,1,146,3,4779,1614,North America
Taiwan,432,3,6,-1,324,102,-1,18,0.3,63713,2675,Asia
Réunion,422,-1,-1,-1,300,122,2,471,-1,-1,-1,Africa
Palestine,353,-1,2,-1,76,275,-1,69,0.4,32200,6312,Asia
Venezuela,335,-1,10,-1,148,177,2,12,0.4,458737,16132,South America
Paraguay,333,67,10,-1,115,208,5,47,1,10342,1450,South America
Mauritius,332,-1,10,-1,314,8,3,261,8,16028,12603,Africa
Montenegro,322,-1,7,-1,245,70,2,513,11,6864,10929,Europe
Isle of Man,320,4,22,-1,271,27,21,3763,259,3242,38126,Europe
Equatorial Guinea,315,-1,1,-1,9,305,-1,225,0.7,854,609,Africa
Gabon,276,-1,3,-1,67,206,1,124,1,724,325,Africa
Vietnam,270,-1,-1,-1,219,51,8,3,-1,261004,2681,Asia
Guinea-Bissau,257,-1,1,-1,19,237,-1,131,0.5,1500,762,Africa
Rwanda,249,-1,-1,-1,109,140,-1,19,-1,10969,847,Africa
Congo,229,-1,9,-1,25,195,-1,41,2,-1,-1,Africa
Faeroe Islands,187,-1,-1,-1,184,3,-1,3827,-1,8021,164153,Europe
Martinique,179,-1,14,-1,83,82,5,477,37,-1,-1,North America
Sierra Leone,155,19,8,1,21,126,-1,19,1,-1,-1,Africa
Liberia,152,-1,18,-1,45,89,-1,30,4,-1,-1,Africa
Guadeloupe,152,-1,12,-1,95,45,6,380,30,-1,-1,North America
Cabo Verde,152,30,2,1,18,132,-1,273,4,791,1423,Africa
Myanmar,151,-1,6,-1,37,108,-1,3,0.1,8281,152,Asia
Gibraltar,144,-1,-1,-1,131,13,-1,4274,-1,2626,77944,Europe
Brunei,138,-1,1,-1,126,11,2,315,2,13924,31828,Asia
Madagascar,135,3,-1,-1,97,38,1,5,-1,3393,123,Africa
Ethiopia,133,-1,3,-1,69,61,-1,1,0.03,20770,181,Africa
French Guiana,128,-1,1,-1,98,29,2,429,3,-1,-1,South America
Togo,123,-1,9,-1,66,48,-1,15,1,7100,858,Africa
Cambodia,122,-1,-1,-1,120,2,1,7,-1,12222,731,Asia
Zambia,119,10,3,-1,75,41,1,6,0.2,5284,287,Africa
Trinidad and Tobago,116,-1,8,-1,87,21,-1,83,6,1838,1313,North America
Bermuda,114,-1,6,-1,48,60,4,1831,96,2791,44815,North America
Eswatini,108,2,1,-1,12,95,-1,93,0.9,714,615,Africa
Aruba,100,-1,2,-1,81,17,4,937,19,1731,16213,North America
Monaco,95,-1,4,-1,73,18,1,2421,102,-1,-1,Europe
Benin,90,-1,2,-1,42,46,-1,7,0.2,-1,-1,Africa
Haiti,85,-1,8,-1,10,67,-1,7,0.7,848,74,North America
Uganda,85,-1,-1,-1,52,33,-1,2,-1,33818,739,Africa
Bahamas,82,1,11,-1,24,47,1,209,28,1313,3339,North America
Guyana,82,-1,9,-1,22,51,2,104,11,579,736,South America
Liechtenstein,82,-1,1,-1,55,26,-1,2151,26,900,23605,Europe
Barbados,81,-1,7,-1,44,30,4,282,24,2369,8244,North America
Mozambique,79,-1,-1,-1,18,61,-1,3,-1,2337,75,Africa
Sint Maarten,76,-1,13,-1,44,19,7,1773,303,329,7673,North America
Cayman Islands,74,-1,1,-1,10,63,3,1126,15,1927,29320,North America
Chad,73,-1,5,-1,33,35,-1,4,0.3,-1,-1,Africa
CAR,72,-1,-1,-1,10,62,-1,15,-1,-1,-1,Africa
Libya,63,-1,3,-1,32,28,-1,9,0.4,2155,314,Africa
Nepal,59,-1,-1,-1,16,43,-1,2,-1,61627,2115,Asia
French Polynesia,58,-1,-1,-1,51,7,1,206,-1,2599,9252,Australia/Oceania
Macao,45,-1,-1,-1,37,8,1,69,-1,-1,-1,Asia
South Sudan,45,-1,-1,-1,-1,45,-1,4,-1,1247,111,Africa
Syria,44,-1,3,-1,27,14,-1,3,0.2,-1,-1,Asia
Eritrea,39,-1,-1,-1,26,13,-1,11,-1,-1,-1,Africa
Mongolia,39,1,-1,-1,10,29,-1,12,-1,8022,2447,Asia
Malawi,38,1,3,-1,9,26,1,2,0.2,831,43,Africa
Saint Martin,38,-1,3,-1,27,8,3,983,78,-1,-1,North America
Angola,35,5,2,-1,11,22,-1,1,0.06,481,15,Africa
Zimbabwe,34,-1,4,-1,5,25,-1,2,0.3,7642,514,Africa
Tajikistan,32,17,-1,-1,-1,32,-1,3,-1,-1,-1,Asia
Antigua and Barbuda,25,-1,3,-1,15,7,1,255,31,151,1542,North America
Timor-Leste,24,-1,-1,-1,16,8,-1,18,-1,322,244,Asia
Botswana,23,-1,1,-1,8,14,-1,10,0.4,7675,3264,Africa
Grenada,20,-1,-1,-1,13,7,4,178,-1,1406,12495,North America
Laos,19,-1,-1,-1,9,10,-1,3,-1,2165,298,Asia
Belize,18,-1,2,-1,13,3,1,45,5,1043,2623,North America
Fiji,18,-1,-1,-1,14,4,-1,20,-1,1007,1123,Australia/Oceania
New Caledonia,18,-1,-1,-1,17,1,1,63,-1,4947,17328,Australia/Oceania
Saint Lucia,17,-1,-1,-1,15,2,-1,93,-1,446,2429,North America
Curaçao,16,-1,1,-1,13,2,-1,98,6,351,2139,North America
Sao Tome and Principe,16,-1,1,-1,4,11,-1,73,5,19,87,Africa
Dominica,16,-1,-1,-1,13,3,-1,222,-1,383,5320,North America
Namibia,16,-1,-1,-1,8,8,-1,6,-1,704,277,Africa
St. Vincent Grenadines,16,-1,-1,-1,8,8,-1,144,-1,108,973,North America
Saint Kitts and Nevis,15,-1,-1,-1,8,7,-1,282,-1,294,5526,North America
Nicaragua,14,-1,3,-1,7,4,-1,2,0.5,-1,-1,North America
Falkland Islands,13,-1,-1,-1,13,0,-1,3736,-1,372,106897,South America
Gambia,12,-1,1,-1,9,2,-1,5,0.4,401,166,Africa
Turks and Caicos,12,-1,1,-1,5,6,-1,310,26,83,2144,North America
Burundi,11,-1,1,-1,4,6,-1,0.9,0.08,284,24,Africa
Montserrat,11,-1,1,-1,2,8,1,2204,200,36,7212,North America
Greenland,11,-1,-1,-1,11,0,-1,194,-1,1271,22389,North America
Vatican City,11,-1,-1,-1,2,9,-1,13733,-1,-1,-1,Europe
Seychelles,11,-1,-1,-1,6,5,-1,112,-1,-1,-1,Africa
Yemen,10,3,2,-1,1,7,-1,0.3,0.07,120,4,Asia
Suriname,10,-1,1,-1,8,1,-1,17,2,404,689,South America
MS Zaandam,9,-1,2,-1,-1,7,-1,-1,-1,-1,-1,
Mauritania,8,-1,1,-1,6,1,-1,2,0.2,1032,222,Africa
Papua New Guinea,8,-1,-1,-1,-1,8,-1,0.9,-1,604,68,Australia/Oceania
Bhutan,7,-1,-1,-1,5,2,-1,9,-1,10548,13670,Asia
British Virgin Islands,6,-1,1,-1,3,2,-1,198,33,-1,-1,North America
Caribbean Netherlands,6,-1,-1,-1,-1,6,-1,229,-1,110,4195,North America
St. Barth,6,-1,-1,-1,6,0,-1,607,-1,-1,-1,North America
Western Sahara,6,-1,-1,-1,5,1,-1,10,-1,-1,-1,Africa
Anguilla,3,-1,-1,-1,3,0,-1,200,-1,-1,-1,North America
Comoros,1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,Africa
Saint Pierre Miquelon,1,-1,-1,-1,-1,1,-1,173,-1,-1,-1,North America
China,82875,1,4633,-1,77685,557,37,58,3,-1,-1,Asia
