Country,Tot cases,New cases,Tot Deaths,New Deaths,Total Recovered,Active Cases,Serious,Tot C par million,Deaths par million,Total Test,Tot T par million,Continent
Uzbekistan,2231,24,10,-1,1577,644,8,67,0.3,325000,9710,Asia
Azerbaijan,2127,67,28,2,1536,563,18,210,3,169790,16746,Asia
Croatia,2119,7,85,2,1601,433,14,516,21,41053,10000,Europe
Bosnia and Herzegovina,1987,41,86,7,928,973,4,606,26,36492,11123,Europe
Guinea,1811,-1,10,-1,498,1303,-1,138,0.8,-1,-1,Africa
Bolivia,1802,121,86,4,187,1529,3,154,7,7651,655,South America
Iceland,1799,-1,10,-1,1750,39,-1,5272,29,51663,151397,Europe
Bulgaria,1778,74,84,4,360,1334,38,256,12,51768,7450,Europe
Estonia,1713,2,55,-1,264,1394,4,1291,41,58955,44443,Europe
Cuba,1703,18,69,-1,1001,633,8,150,6,57711,5095,North America
North Macedonia,1539,13,88,2,1057,394,21,739,42,17836,8561,Europe
New Zealand,1488,2,21,1,1316,151,2,309,4,160700,33325,Australia/Oceania
Ivory Coast,1464,-1,18,-1,701,745,-1,56,0.7,11448,434,Africa
Slovenia,1448,3,99,1,246,1103,14,697,48,58923,28343,Europe
Senegal,1433,104,12,1,493,928,6,86,0.7,18969,1133,Africa
Slovakia,1429,8,25,-1,762,642,4,262,5,104606,19160,Europe
Lithuania,1428,5,48,2,718,662,17,525,18,156493,57486,Europe
Honduras,1270,92,93,10,122,1055,10,128,9,5653,571,North America
Djibouti,1120,-1,2,-1,745,373,-1,1134,2,14378,14553,Africa
Hong Kong,1041,-1,4,-1,932,105,2,139,0.5,154989,20674,Asia
Tunisia,1022,-1,43,-1,482,497,17,86,4,25165,2129,Africa
Latvia,900,4,17,-1,464,419,3,477,9,68627,36384,Europe
Cyprus,883,5,15,-1,296,572,15,731,12,66975,55472,Asia
Somalia,873,38,39,1,87,747,2,55,2,-1,-1,Africa
Kyrgyzstan,871,28,12,1,614,245,13,134,2,59490,9118,Asia
Sudan,852,74,45,-1,80,727,-1,19,1,-1,-1,Africa
Albania,832,12,31,-1,595,206,7,289,11,9531,3312,Europe
DRC,797,92,35,1,92,670,-1,9,0.4,-1,-1,Africa
Sri Lanka,795,24,9,-1,215,571,1,37,0.4,29378,1372,Asia
Niger,763,-1,38,-1,543,182,-1,32,2,5375,222,Africa
Guatemala,763,33,19,-1,79,665,5,43,1,7200,402,North America
Costa Rica,755,-1,6,-1,413,336,5,148,1,14121,2772,North America
Andorra,751,-1,46,-1,514,191,16,9720,595,1673,21653,Europe
Lebanon,750,9,25,-1,206,519,43,110,4,44701,6549,Asia
Mayotte,739,-1,9,-1,352,378,6,2709,33,3400,12463,Africa
Diamond Princess,712,-1,13,-1,645,54,4,-1,-1,-1,-1,
Burkina Faso,688,-1,48,-1,548,92,-1,33,2,-1,-1,Africa
Uruguay,670,-1,17,-1,468,185,10,193,5,23811,6855,South America
El Salvador,633,46,14,1,219,400,4,98,2,33628,5185,North America
Mali,631,19,32,-1,261,338,-1,31,2,2172,107,Africa
Maldives,618,45,2,-1,20,596,2,1143,4,9863,18246,Asia
Georgia,610,6,9,-1,269,332,6,153,2,20579,5159,Asia
San Marino,608,19,41,-1,97,470,4,17919,1208,2660,78394,Europe
Kenya,582,47,26,2,190,366,1,11,0.5,25861,481,Africa
Channel Islands,545,-1,40,-1,406,99,-1,3135,230,5342,30725,Europe
Malta,484,2,5,-1,407,72,-1,1096,11,38337,86825,Europe
Tanzania,480,-1,16,-1,167,297,7,8,0.3,-1,-1,Africa
Guinea-Bissau,475,62,2,1,24,449,-1,241,1,1500,762,Africa
Jamaica,473,2,9,-1,56,408,-1,160,3,5993,2024,North America
Jordan,473,2,9,-1,377,87,5,46,0.9,91666,8984,Asia
Taiwan,439,1,6,-1,339,94,-1,18,0.3,65589,2754,Asia
Equatorial Guinea,439,124,4,1,13,422,-1,313,3,854,609,Africa
Paraguay,431,-1,10,-1,135,286,7,60,1,11913,1670,South America
Réunion,425,1,-1,-1,300,125,2,475,-1,17200,19211,Africa
Gabon,397,-1,6,-1,93,298,1,178,3,724,325,Africa
Tajikistan,379,86,8,3,-1,371,-1,40,0.8,-1,-1,Asia
Palestine,371,-1,2,-1,127,242,-1,73,0.4,32200,6312,Asia
Venezuela,367,6,10,-1,164,193,1,13,0.4,490851,17262,South America
Mauritius,332,-1,10,-1,320,2,3,261,8,55494,43635,Africa
Isle of Man,326,-1,23,-1,271,32,19,3834,270,3459,40678,Europe
Montenegro,324,-1,8,-1,261,55,2,516,13,7816,12445,Europe
Vietnam,271,-1,-1,-1,232,39,8,3,-1,261004,2681,Asia
Congo,264,28,10,-1,30,224,-1,48,2,-1,-1,Africa
Rwanda,261,-1,-1,-1,129,132,-1,20,-1,35992,2779,Africa
Sierra Leone,225,26,14,3,54,157,-1,28,2,-1,-1,Africa
Cabo Verde,191,5,2,-1,38,151,-1,344,4,791,1423,Africa
Faeroe Islands,187,-1,-1,-1,185,2,-1,3827,-1,8241,168655,Europe
Martinique,182,1,14,-1,83,85,5,485,37,-1,-1,North America
Liberia,178,8,20,-1,75,83,-1,35,4,-1,-1,Africa
Sao Tome and Principe,174,-1,3,-1,4,167,-1,794,14,175,799,Africa
Chad,170,-1,17,-1,43,110,-1,10,1,-1,-1,Africa
Ethiopia,162,17,4,-1,93,65,-1,1,0.03,26517,231,Africa
Myanmar,161,-1,6,-1,50,105,-1,3,0.1,9037,166,Asia
Madagascar,158,7,-1,-1,101,57,1,6,-1,3907,141,Africa
Guadeloupe,152,-1,13,1,104,35,4,380,32,-1,-1,North America
Gibraltar,144,-1,-1,-1,133,11,-1,4274,-1,2931,86997,Europe
Zambia,139,1,4,1,92,43,1,8,0.2,7277,396,Africa
Brunei,139,1,1,-1,131,7,2,318,2,14754,33725,Asia
French Guiana,138,5,1,-1,111,26,2,462,3,-1,-1,South America
Togo,128,-1,9,-1,77,42,-1,15,1,8835,1067,Africa
Eswatini,123,4,2,1,12,109,-1,106,2,714,615,Africa
Cambodia,122,-1,-1,-1,120,2,1,7,-1,12611,754,Asia
Trinidad and Tobago,116,-1,8,-1,103,5,-1,83,6,2114,1511,North America
Bermuda,115,-1,7,-1,54,54,4,1847,112,3374,54176,North America
Haiti,101,-1,12,-1,10,79,-1,9,1,1037,91,North America
Aruba,101,-1,2,-1,82,17,4,946,19,1780,16672,North America
Nepal,99,17,-1,-1,22,77,-1,3,-1,64492,2213,Asia
Uganda,98,-1,-1,-1,55,43,-1,2,-1,44110,964,Africa
Benin,96,-1,2,-1,50,44,-1,8,0.2,-1,-1,Africa
Monaco,95,-1,4,-1,81,10,1,2421,102,-1,-1,Europe
CAR,94,9,-1,-1,10,84,-1,19,-1,3498,724,Africa
Guyana,93,1,10,1,27,56,3,118,13,680,865,South America
Bahamas,89,-1,11,-1,26,52,1,226,28,1485,3776,North America
Barbados,82,-1,7,-1,47,28,4,285,24,2549,8870,North America
Liechtenstein,82,-1,1,-1,55,26,-1,2151,26,900,23605,Europe
Mozambique,81,-1,-1,-1,19,62,-1,3,-1,2867,92,Africa
Cayman Islands,78,3,1,-1,30,47,3,1187,15,2752,41873,North America
Sint Maarten,76,-1,14,-1,44,18,7,1773,327,329,7673,North America
Libya,64,1,3,-1,24,37,-1,9,0.4,2338,340,Africa
French Polynesia,60,-1,-1,-1,54,6,1,214,-1,2697,9601,Australia/Oceania
South Sudan,58,6,-1,-1,-1,58,-1,5,-1,1247,111,Africa
Syria,45,1,3,-1,27,15,-1,3,0.2,-1,-1,Asia
Macao,45,-1,-1,-1,39,6,1,69,-1,-1,-1,Asia
Malawi,43,2,3,-1,9,31,1,2,0.2,961,50,Africa
Mongolia,41,-1,-1,-1,13,28,-1,13,-1,8946,2729,Asia
Eritrea,39,-1,-1,-1,30,9,-1,11,-1,-1,-1,Africa
Saint Martin,38,-1,3,-1,29,6,1,983,78,-1,-1,North America
Angola,36,-1,2,-1,11,23,-1,1,0.06,3000,91,Africa
Zimbabwe,34,-1,4,-1,5,25,-1,2,0.3,7642,514,Africa
Yemen,25,3,5,1,1,19,-1,0.8,0.2,120,4,Asia
Antigua and Barbuda,25,-1,3,-1,16,6,1,255,31,153,1562,North America
Timor-Leste,24,-1,-1,-1,20,4,-1,18,-1,664,504,Asia
Botswana,23,-1,1,-1,8,14,-1,10,0.4,9066,3855,Africa
Grenada,21,-1,-1,-1,13,8,4,187,-1,1406,12495,North America
Laos,19,-1,-1,-1,10,9,-1,3,-1,2505,344,Asia
Belize,18,-1,2,-1,16,0,-1,45,5,1043,2623,North America
Fiji,18,-1,-1,-1,14,4,-1,20,-1,1300,1450,Australia/Oceania
New Caledonia,18,-1,-1,-1,17,1,1,63,-1,5052,17695,Australia/Oceania
Saint Lucia,18,-1,-1,-1,15,3,-1,98,-1,446,2429,North America
Gambia,17,-1,1,-1,9,7,-1,7,0.4,562,233,Africa
St. Vincent Grenadines,17,-1,-1,-1,9,8,-1,153,-1,137,1235,North America
Nicaragua,16,-1,5,-1,7,4,-1,2,0.8,-1,-1,North America
Curaçao,16,-1,1,-1,13,2,-1,98,6,374,2279,North America
Dominica,16,-1,-1,-1,14,2,-1,222,-1,416,5779,North America
Namibia,16,-1,-1,-1,8,8,-1,6,-1,1122,442,Africa
Burundi,15,-1,1,-1,7,7,-1,1,0.08,284,24,Africa
Saint Kitts and Nevis,15,-1,-1,-1,12,3,-1,282,-1,318,5978,North America
Falkland Islands,13,-1,-1,-1,13,0,-1,3736,-1,388,111494,South America
Turks and Caicos,12,-1,1,-1,6,5,-1,310,26,107,2764,North America
Vatican City,12,1,-1,-1,2,10,-1,14981,-1,-1,-1,Europe
Montserrat,11,-1,1,-1,7,3,1,2204,200,36,7212,North America
Greenland,11,-1,-1,-1,11,0,-1,194,-1,1362,23992,North America
Seychelles,11,-1,-1,-1,8,3,-1,112,-1,-1,-1,Africa
Suriname,10,-1,1,-1,9,0,-1,17,2,404,689,South America
MS Zaandam,9,-1,2,-1,-1,7,-1,-1,-1,-1,-1,
Mauritania,8,-1,1,-1,6,1,-1,2,0.2,1842,396,Africa
Papua New Guinea,8,-1,-1,-1,8,0,-1,0.9,-1,2402,268,Australia/Oceania
British Virgin Islands,7,-1,1,-1,3,3,-1,232,33,132,4366,North America
Bhutan,7,-1,-1,-1,5,2,-1,9,-1,11373,14739,Asia
Caribbean Netherlands,6,-1,-1,-1,-1,6,-1,229,-1,110,4195,North America
St. Barth,6,-1,-1,-1,6,0,-1,607,-1,-1,-1,North America
Western Sahara,6,-1,-1,-1,5,1,-1,10,-1,-1,-1,Africa
Comoros,4,1,1,1,-1,3,-1,5,1,-1,-1,Africa
Anguilla,3,-1,-1,-1,3,0,-1,200,-1,-1,-1,North America
Saint Pierre Miquelon,1,-1,-1,-1,-1,1,-1,173,-1,-1,-1,North America
China,82883,2,4633,-1,77911,339,26,58,3,-1,-1,Asia
